Gene_name,logFC,PValue
RNF213,0.1315298,3.61E-01
CDC6,-0.1017892,3.61E-01
HGF,0.187912,3.61E-01
C21orf93,-0.0792614,3.61E-01
PXK,0.1166168,3.61E-01
ERCC8,0.0781248,3.61E-01
CA9,-0.0864206,3.61E-01
ARHGAP20,-0.0682155,3.61E-01
OR14I1,0.0643434,3.61E-01
NR5A1,-0.0692137,3.61E-01
TMEM54,-0.1861335,3.61E-01
BMF,0.0818108,3.61E-01
TMEM95,0.0715969,3.61E-01
FAM96B,-0.0696389,3.61E-01
CUL5,0.0752803,3.61E-01
MAFA,0.045512,3.61E-01
SELT,-0.093119,3.61E-01
C17orf85,-0.1302347,3.61E-01
C9orf144B,-0.0562883,3.61E-01
HIST2H2BE,-0.0513513,3.61E-01
PRG3,-0.0597996,3.61E-01
CHRND,0.0739879,3.61E-01
GLP2R,-0.0580534,3.61E-01
FAM46C,-0.0503185,3.61E-01
IGF2AS,0.0820967,3.62E-01
AIMP1,0.1549186,3.62E-01
PDE4A,0.061386,3.62E-01
ATG10,0.0824342,3.62E-01
RHBDL2,0.0808609,3.62E-01
TAPT1,-0.0860591,3.62E-01
CCDC17,-0.0571414,3.62E-01
RAD51AP1,0.1048268,3.62E-01
FBXW7,0.1332215,3.62E-01
PARD6A,0.1632484,3.62E-01
MALL,-0.2426219,3.62E-01
PRC1,-0.05875,3.62E-01
RAPGEF6,-0.0838323,3.62E-01
INTS9,-0.076221,3.62E-01
SLC7A4,-0.0590327,3.62E-01
BNC1,0.0666532,3.62E-01
KIAA1712,0.0554532,3.62E-01
C9orf123,-0.0649936,3.62E-01
SNAP23,0.1224266,3.62E-01
AQP7,0.1194621,3.62E-01
UTY,-0.2960141,3.62E-01
RPS6,-0.0502039,3.63E-01
AURKA /// AURKAPS1,0.0747666,3.63E-01
CDK12,0.1277217,3.63E-01
SNX17,-0.0694899,3.63E-01
BST2,-0.0706134,3.63E-01
ALG8,0.0940308,3.63E-01
IGLV1-44,-0.0560806,3.63E-01
ARMS2,-0.058949,3.63E-01
KIAA0748,-0.0601002,3.63E-01
RBM25,-0.1121363,3.63E-01
C14orf166B,-0.0694387,3.63E-01
DOK4,-0.1582336,3.63E-01
GGNBP2,0.082523,3.63E-01
GATA6,-0.1851121,3.63E-01
TBC1D24,-0.0655134,3.63E-01
CTTN,-0.0922822,3.63E-01
C6orf89,0.0896245,3.63E-01
ZFR,0.1374792,3.63E-01
ADIPOQ,-0.0596197,3.63E-01
DMAP1,0.1293837,3.63E-01
ACOT11,-0.1226076,3.63E-01
ARSI,0.1461762,3.63E-01
TSPYL6,-0.0440973,3.63E-01
UTP14A,-0.058956,3.64E-01
IFNA10,-0.0465879,3.64E-01
MUC15,-0.0501288,3.64E-01
---,-0.0786551,3.64E-01
NRG2,-0.0566786,3.64E-01
GTF3C3,0.0542378,3.64E-01
TOB2,-0.2163195,3.64E-01
PDS5B,-0.0435906,3.64E-01
VNN 1.00,-0.0688498,3.64E-01
OR51L1,-0.0591676,3.64E-01
OGFOD1,-0.1348195,3.64E-01
NMNAT1,-0.1136714,3.64E-01
CCPG1,0.1213642,3.64E-01
UNC45A,-0.1039145,3.64E-01
PCDHA5,-0.0766887,3.64E-01
CRCT1,-0.0572193,3.64E-01
NUP62CL,-0.0581535,3.64E-01
LETMD1,0.0896121,3.64E-01
GEMIN4,-0.0619759,3.64E-01
ANKRD36B,-0.2318263,3.64E-01
KLRC3,0.1992011,3.64E-01
ETS2,-0.1786181,3.64E-01
TMEM168,0.0875074,3.65E-01
SFRS7,0.1056117,3.65E-01
CXADR,-0.2802827,3.65E-01
GK,-0.1893233,3.65E-01
LOC441493,-0.0580525,3.65E-01
TRAPPC6B,0.1026593,3.65E-01
CDKL3,-0.0559304,3.65E-01
BASE,-0.0624241,3.65E-01
KCNMA1,-0.434796,3.65E-01
TMEM204,0.205461,3.65E-01
NT5DC1,0.1983043,3.65E-01
GPR114,-0.0783224,3.65E-01
IRF1,-0.2186649,3.65E-01
BRSK2,-0.0745158,3.65E-01
RRM2,0.1709166,3.65E-01
LINS1,0.1039845,3.65E-01
CHST9,-0.1994112,3.65E-01
GPR110,-0.0577093,3.65E-01
LOC653566 /// SPCS2,-0.1029826,3.65E-01
C1orf25,0.1012907,3.65E-01
EPN2,-0.0592804,3.65E-01
ATF5,-0.1362067,3.65E-01
FAM22F,-0.0822051,3.65E-01
CCDC163P,-0.0623614,3.65E-01
JTB,-0.0536541,3.66E-01
KIAA1704,0.0676182,3.66E-01
---,-0.070068,3.66E-01
ANKRD36B /// FLJ40330,-0.1219724,3.66E-01
CEP57,0.118828,3.66E-01
RGR,-0.0899726,3.66E-01
KIAA0652,0.078189,3.66E-01
CNTNAP2,0.4102405,3.66E-01
POLE3,-0.0613061,3.66E-01
PLAGL1,0.1287055,3.66E-01
ZNF605,-0.1603897,3.66E-01
MED28,-0.0931456,3.66E-01
FGD4,0.1030139,3.66E-01
UQCRQ,-0.0580165,3.66E-01
GCKR,0.0788291,3.66E-01
KLC1,-0.0741073,3.66E-01
HS6ST2,-0.0872053,3.66E-01
COX15,0.0876359,3.66E-01
C4BPA,-0.0442999,3.66E-01
PLD1,-0.1646122,3.66E-01
CHRM1,-0.0947603,3.66E-01
ZNF529,-0.0862568,3.66E-01
SERPINB8,-0.1794586,3.66E-01
TMED10,0.0944488,3.66E-01
GCG,-0.0458075,3.66E-01
PLEKHN1,-0.0661273,3.67E-01
SSX4 /// SSX4B,0.063186,3.67E-01
PVR,-0.059866,3.67E-01
RBM12,-0.0920016,3.67E-01
SV2B,-0.0638712,3.67E-01
---,-0.0580824,3.67E-01
DNAJC25,-0.104672,3.67E-01
CCDC24,-0.1298313,3.67E-01
ASCC1,-0.0837415,3.67E-01
HOXA2,0.0654661,3.67E-01
SLC12A3,-0.0474324,3.67E-01
GGCX,0.0953016,3.67E-01
EXOC5,0.0663107,3.67E-01
PIGA,-0.0612046,3.67E-01
CSNK2B,-0.0490576,3.67E-01
OR13H1,-0.0854421,3.67E-01
ZNF282,-0.0852394,3.67E-01
PIH1D1,-0.0734976,3.67E-01
TAS2R46,0.0439514,3.67E-01
ZNF90,-0.0844533,3.67E-01
HDAC11,-0.1770262,3.67E-01
PDLIM5,0.1884545,3.67E-01
METTL4,0.0844192,3.67E-01
RABL5,-0.0605689,3.67E-01
LOC645700 /// ZNF815,-0.0696541,3.67E-01
OOEP,-0.0807956,3.67E-01
MED14,0.0428003,3.67E-01
OR2C3,-0.0527347,3.67E-01
LOC91316,-0.0640298,3.67E-01
TSSC4,-0.0835893,3.67E-01
SCEL,-0.0544133,3.67E-01
CALD1,-0.1423438,3.67E-01
KRT26,-0.0582942,3.67E-01
RDH13,0.0785914,3.68E-01
EDARADD,-0.0654358,3.68E-01
CIDEC,-0.0673588,3.68E-01
NONO,-0.0404759,3.68E-01
SLC39A3,-0.0816273,3.68E-01
LRRC67,0.0651483,3.68E-01
ENSA,-0.1033244,3.68E-01
RAB3GAP2,0.10126,3.68E-01
UBTD2,-0.1169188,3.68E-01
TADA2B,0.0601862,3.68E-01
DRD1,-0.0664002,3.68E-01
MTFMT,-0.068733,3.68E-01
ZNF827,-0.0733285,3.68E-01
STX19,-0.0587571,3.68E-01
OR9I1,-0.0621882,3.68E-01
CHEK2,0.0639669,3.68E-01
YME1L1,0.0526949,3.68E-01
LOC100288299 /// LOC399491 /// NPIP /// PKD1 /// PKD1P1,0.0693299,3.68E-01
FAM175A,-0.1370508,3.68E-01
NPAS3,0.0675573,3.68E-01
WHSC1,-0.0637106,3.68E-01
EHMT1,-0.0904389,3.68E-01
ERC2,-0.2934065,3.68E-01
SORCS2,0.0870122,3.68E-01
SYNGR1,-0.076875,3.68E-01
ZNF76,-0.1381337,3.68E-01
PGAP3,0.0821599,3.68E-01
TRPV6,-0.0741298,3.68E-01
STBD1,-0.0765615,3.68E-01
CD28,-0.0450605,3.68E-01
SUN1,-0.0646429,3.69E-01
DHX32,-0.0918538,3.69E-01
MFAP2,-0.2398525,3.69E-01
TCTE1,-0.0795719,3.69E-01
TRIM41,-0.0988575,3.69E-01
FAM65C,-0.042784,3.69E-01
TIAL1,-0.0824986,3.69E-01
IDUA,0.0738186,3.69E-01
ARSB,0.0647481,3.69E-01
---,-0.0569348,3.69E-01
DHODH,-0.0711815,3.69E-01
USP6,-0.1140779,3.69E-01
LY6E,0.2572237,3.69E-01
CENPT,-0.0714135,3.69E-01
KCNH8,0.2398726,3.69E-01
KDM4C,-0.0622268,3.69E-01
RERE,0.0999747,3.69E-01
MAPK9,0.0841286,3.69E-01
ELF2,0.1488145,3.69E-01
INTS3,0.0970435,3.69E-01
TAF9B,-0.0708293,3.69E-01
TP73,-0.0535906,3.69E-01
HOXD11,-0.0685219,3.69E-01
ENY2,-0.0707065,3.70E-01
DSC2,0.0901073,3.70E-01
PKHD1,0.0454812,3.70E-01
ZPBP2,0.0580477,3.70E-01
RNF125,0.2051728,3.70E-01
ATP10B,0.0840022,3.70E-01
RAB18,-0.141539,3.70E-01
HS2ST1,0.1007263,3.70E-01
FAM168B,-0.0581389,3.70E-01
UCN,-0.1231205,3.70E-01
CYTH4,0.1416818,3.70E-01
MYO1G,0.1449175,3.70E-01
GGCT,-0.1444891,3.70E-01
KLK2,-0.0592988,3.70E-01
TFDP2,0.1134224,3.70E-01
CHMP2B,-0.0981904,3.70E-01
LOC100131434 /// LOC100272228,-0.0712919,3.70E-01
HIBCH,-0.1719565,3.70E-01
B3GALTL,-0.191109,3.70E-01
GPR113,-0.0843676,3.70E-01
DPYSL4,-0.2105384,3.70E-01
IGL@,0.3916749,3.70E-01
SEC62,-0.102037,3.70E-01
PTPN2,-0.0933252,3.70E-01
LMOD3,-0.0544115,3.71E-01
USE1,0.079625,3.71E-01
FGFRL1,-0.0655552,3.71E-01
DMP1,0.0870972,3.71E-01
ZNF181 /// ZNF302,0.1103532,3.71E-01
CCDC146,-0.1143165,3.71E-01
SVEP1,-0.0517999,3.71E-01
ASXL1,-0.106505,3.71E-01
DNAJC3,-0.1337535,3.71E-01
DUPD1,-0.047548,3.71E-01
AACS,0.0652614,3.71E-01
POU5F1P3,0.0743965,3.71E-01
FGL1,-0.0836033,3.71E-01
CCDC73,-0.0528019,3.71E-01
CCDC12,-0.0519751,3.71E-01
ACOT8,-0.0859027,3.71E-01
CDC26,0.0789262,3.71E-01
LARP1,-0.0524202,3.71E-01
C6orf129,-0.1577169,3.71E-01
GPA33,-0.0487104,3.71E-01
ATL1,-0.1279605,3.71E-01
HNRNPD,-0.0637706,3.71E-01
LCE1D,-0.1192608,3.71E-01
HLA-L,-0.0747173,3.71E-01
ZNF486,0.0794355,3.71E-01
EIF3F,-0.0795506,3.71E-01
CD200R1,0.0776357,3.72E-01
ARFIP2,0.0971371,3.72E-01
ACTL6B,-0.1304526,3.72E-01
HHLA3,-0.1356697,3.72E-01
MLC1,0.0632969,3.72E-01
ALOX15,-0.073108,3.72E-01
MED13,-0.0834133,3.72E-01
C6orf204,-0.1000922,3.72E-01
C22orf9,0.0732597,3.72E-01
VWF,-0.1473598,3.72E-01
ZNF213,-0.07211,3.72E-01
PCDHGA8,0.0833204,3.72E-01
GALNT11,0.0666718,3.72E-01
ENSA,-0.0869502,3.72E-01
BMP1,0.0974141,3.72E-01
C20orf118,0.0619807,3.72E-01
KTN1,-0.0888192,3.72E-01
NLRX1,-0.0728172,3.72E-01
FAU,-0.0485405,3.72E-01
ZNF101,0.0763635,3.72E-01
PCDHB18,-0.0599734,3.72E-01
CNST,0.07436,3.72E-01
FOXP3,-0.060977,3.72E-01
HOOK3,-0.0640874,3.72E-01
EPB41L5,0.0469638,3.73E-01
MBTPS1,-0.0743118,3.73E-01
TF,0.0725669,3.73E-01
TBX5,-0.0529517,3.73E-01
ZNF618,0.1129041,3.73E-01
BSPRY,-0.1142198,3.73E-01
OXSR1,0.0754142,3.73E-01
RPL30,-0.0622961,3.73E-01
UNC5A,-0.0787617,3.73E-01
GPR81,0.0576521,3.73E-01
SMARCC1,-0.1080037,3.73E-01
SUGT1,-0.1115015,3.73E-01
CEACAM20,0.0738582,3.73E-01
TRH,-0.0633054,3.73E-01
C18orf45,0.0918646,3.73E-01
RPL31,-0.0373167,3.73E-01
SPN,0.0960856,3.73E-01
PNLIP,0.0571978,3.73E-01
QTRT1,-0.1108518,3.74E-01
TMEM123,-0.1319063,3.74E-01
CCDC109B,0.1345645,3.74E-01
BAIAP2,-0.1693272,3.74E-01
FAM86B1 /// FAM86B2,0.0485152,3.74E-01
RB1CC1,-0.0669345,3.74E-01
NOTO,-0.0584183,3.74E-01
CEACAM5,-0.0561519,3.74E-01
SLC37A4,0.1389058,3.74E-01
LRRC55,-0.0497574,3.74E-01
MCM8,-0.1198302,3.74E-01
DNAJB4,0.1380471,3.74E-01
RAB30,-0.1123432,3.74E-01
CTBP2,-0.0893294,3.74E-01
EIF3C /// EIF3CL,-0.3310283,3.74E-01
SUN1,0.066268,3.74E-01
FCRLA,0.0637295,3.74E-01
MAP4K2,-0.0809626,3.74E-01
EIF3K,0.0830935,3.74E-01
LILRB3,0.3653559,3.74E-01
TRIL,0.2995796,3.74E-01
SLC5A6,-0.0897063,3.74E-01
SKA1,-0.0520283,3.74E-01
IFIH1,0.0695232,3.74E-01
SUMO1,0.0512839,3.74E-01
EFTUD2,0.0906974,3.74E-01
OR5B2,-0.0484819,3.75E-01
DALRD3,0.0955249,3.75E-01
TRPC1,-0.1304394,3.75E-01
CRK,-0.0702685,3.75E-01
KIAA1267,-0.0852435,3.75E-01
CLDN4,-0.0854187,3.75E-01
RRM2B,0.0584791,3.75E-01
UQCC,0.1128771,3.75E-01
TMC2,-0.0732303,3.75E-01
TAC3,-0.0760495,3.75E-01
PTPRE,0.1582128,3.75E-01
OR11L1,-0.0667508,3.75E-01
C10orf10,0.2588602,3.75E-01
---,0.1214166,3.75E-01
FAM120C,-0.044207,3.75E-01
MGST2,0.1595105,3.75E-01
EIF1AX,-0.1582226,3.75E-01
LOC729852,0.0951677,3.75E-01
HIVEP2,-0.1462484,3.75E-01
HTR3E,-0.0793502,3.75E-01
C1orf125,0.0480048,3.75E-01
TCN1,-0.0578185,3.75E-01
TRABD,0.1154114,3.75E-01
BCL2L11,0.1954076,3.75E-01
USP7,0.1041096,3.76E-01
FUK,-0.0610421,3.76E-01
RIOK3,-0.0592586,3.76E-01
TMEM135,-0.0533465,3.76E-01
LOC100290115,-0.055851,3.76E-01
GPC4,0.0493757,3.76E-01
BACH2,0.2537965,3.76E-01
BBS1,-0.0759568,3.76E-01
INPP5D,0.0974577,3.76E-01
WHSC2,0.0907067,3.76E-01
ZNF410,0.084243,3.76E-01
KRT10,0.0852152,3.76E-01
PLA2G10,-0.0565066,3.76E-01
SLC6A8,-0.1891905,3.76E-01
ABCB8,-0.1028404,3.76E-01
ANKFY1,-0.146634,3.76E-01
LARP7,-0.0701275,3.76E-01
ISCA1,-0.0883427,3.76E-01
NARF,0.0983917,3.76E-01
STX1A,-0.0496249,3.76E-01
CCDC74A,-0.121156,3.76E-01
CHIT1,0.6182689,3.76E-01
C17orf104,0.0432424,3.76E-01
LRRC31,0.0648542,3.76E-01
DEK,0.1200349,3.76E-01
LCE6A,-0.0608107,3.76E-01
GPR114,-0.0676282,3.76E-01
UNC80,-0.0435384,3.77E-01
PPM1E,-0.0660848,3.77E-01
EPB41,-0.0630864,3.77E-01
MEF2D,-0.1017246,3.77E-01
SMC1A,0.0799027,3.77E-01
SDPR,0.2792726,3.77E-01
LYRM4,0.0542233,3.77E-01
SDK2,0.3291486,3.77E-01
BCOR,-0.1875749,3.77E-01
TMEM56,0.1708796,3.77E-01
PACSIN3,-0.2471298,3.77E-01
TTYH2,-0.0798097,3.77E-01
CAMKV,-0.0584976,3.77E-01
C14orf68,-0.0738614,3.77E-01
ZDHHC2,0.1290351,3.77E-01
MTMR9,0.0798166,3.77E-01
PRR22,0.0679937,3.77E-01
NDUFA11,-0.0621867,3.77E-01
LCE3E,0.0637198,3.77E-01
DGKG,-0.0749483,3.77E-01
MAP2K4,0.1198841,3.77E-01
BBX,-0.081986,3.77E-01
C11orf87,0.1910248,3.78E-01
CD5L,0.06185,3.78E-01
MCM3,0.0744878,3.78E-01
KCNC4,-0.0662203,3.78E-01
NF1,0.0664566,3.78E-01
ARMC10,0.101159,3.78E-01
SUPT4H1,0.0890476,3.78E-01
GFI1B,0.0568283,3.78E-01
CTAG1A /// CTAG1B,-0.062257,3.78E-01
LRRC23,-0.1309146,3.78E-01
AMOTL1,-0.0849592,3.78E-01
---,-0.0797982,3.78E-01
PRSS21,0.0788629,3.78E-01
PPAPDC3,0.1756246,3.78E-01
CCDC113,-0.0565774,3.78E-01
WDR93,0.0566406,3.78E-01
ZMYM6,0.0678111,3.78E-01
ANGEL2,-0.1058523,3.78E-01
PCBP1,0.0541268,3.78E-01
DDX31,-0.0767472,3.78E-01
SNRPB2,-0.1098964,3.78E-01
SLC2A6,0.1297489,3.78E-01
GORASP1,0.0621867,3.78E-01
NSUN2,-0.0760781,3.78E-01
GTF2A1L /// STON1-GTF2A1L,-0.207164,3.78E-01
GDF2,-0.0542455,3.78E-01
SLCO6A1,0.0590388,3.78E-01
ANKRD36 /// LOC400986,0.2197988,3.78E-01
DDX31,0.0725884,3.78E-01
ZSWIM2,0.0507689,3.79E-01
SPSB4,-0.0527531,3.79E-01
CLEC11A,-0.1934109,3.79E-01
DAK,-0.1024447,3.79E-01
C21orf34,0.186144,3.79E-01
OXCT2,-0.0599227,3.79E-01
GABRB1,-0.052621,3.79E-01
CYP4F8,-0.0547873,3.79E-01
DNAJB6,0.1930143,3.79E-01
CTAG2,0.0669357,3.79E-01
SMAD7,0.0734208,3.79E-01
ANO3,0.0464691,3.79E-01
NCLN,-0.1295901,3.79E-01
SLC44A5,-0.0862298,3.79E-01
BAGE,-0.0763848,3.79E-01
EIF3C /// EIF3CL,-0.1321549,3.79E-01
MBLAC2,0.0531532,3.79E-01
MPP7,-0.0793636,3.79E-01
TRPV3,-0.0510364,3.79E-01
RLIM,-0.057743,3.79E-01
TMPRSS12,-0.051633,3.79E-01
FSCB,-0.0541942,3.79E-01
DEK,-0.0840841,3.79E-01
STMN1,-0.0678733,3.79E-01
C7orf46,0.0930522,3.79E-01
COX8A,0.0517589,3.79E-01
ZNF238,-0.046726,3.79E-01
NDRG3,0.0809428,3.80E-01
RNF185,0.0755536,3.80E-01
GPATCH8,0.0850293,3.80E-01
---,-0.0553851,3.80E-01
LGSN,-0.0490498,3.80E-01
MEIS3,-0.0741145,3.80E-01
OR2T11,-0.0454632,3.80E-01
CCDC52,-0.0432889,3.80E-01
FGFR3,0.0556504,3.80E-01
TRPC4,-0.0723217,3.80E-01
CDCA7,0.2065093,3.80E-01
DEFB103A /// DEFB103B,-0.0423011,3.80E-01
HEJ1,-0.0597072,3.80E-01
CDH22,-0.0829548,3.80E-01
DAB1,-0.2014725,3.80E-01
AIFM3,-0.0954655,3.80E-01
PRR20A /// PRR20B /// PRR20C /// PRR20D /// PRR20E,-0.0549042,3.80E-01
CHERP,0.0619914,3.80E-01
SMAD5,-0.1260065,3.80E-01
ZC3H12B,-0.0684736,3.80E-01
PMEPA1,0.1809314,3.80E-01
KHDC1L,-0.0559805,3.80E-01
WDR37,-0.0603421,3.80E-01
KBTBD11,-0.3330871,3.80E-01
HTR1A,0.0664194,3.81E-01
CD93,0.2376841,3.81E-01
MT4,-0.0611556,3.81E-01
FAM116B,0.1477298,3.81E-01
PROL1,-0.052494,3.81E-01
HTR3E,0.0544315,3.81E-01
COL24A1,0.1403754,3.81E-01
WDR64,0.1699395,3.81E-01
CLEC2A,-0.0525007,3.81E-01
FUCA2,0.0820987,3.81E-01
AFF1,-0.0665748,3.81E-01
ZCCHC10,-0.1060606,3.81E-01
PDLIM5,-0.1296641,3.81E-01
FAM47C,-0.0523584,3.81E-01
BCL2L2,0.1142132,3.81E-01
TEX15,-0.0470463,3.81E-01
DLX4,-0.0814373,3.81E-01
JOSD2,0.112541,3.81E-01
DACT2,-0.0516675,3.81E-01
PRKCG,-0.0618993,3.81E-01
CREM,0.1833603,3.81E-01
ZNF81,-0.0565548,3.81E-01
EGR4,-0.0546876,3.81E-01
COL4A5,0.4582637,3.81E-01
TRA@,0.0455063,3.81E-01
EIF2B1,-0.0548859,3.81E-01
DNAJC5,0.0923662,3.81E-01
RABEP2,0.0910705,3.81E-01
NARG2,0.0886313,3.82E-01
MCCC1,-0.0983348,3.82E-01
TMEM198,-0.084142,3.82E-01
MAP3K10,-0.1142628,3.82E-01
SLC25A5,0.1463578,3.82E-01
ATP13A1,-0.0722492,3.82E-01
KCNG4,-0.0601756,3.82E-01
STXBP1,-0.1311131,3.82E-01
CMPK1,0.0842223,3.82E-01
C1orf89,0.0692596,3.82E-01
CDC45,-0.0678298,3.82E-01
LFNG,-0.0692785,3.82E-01
LRRC3,0.0748742,3.82E-01
C3orf43,-0.0609553,3.82E-01
ARIH2,0.0604015,3.82E-01
OSBP2,-0.0440142,3.82E-01
B3GNT2,0.1968094,3.82E-01
SLCO3A1,0.0899154,3.82E-01
NUDT11,-0.1018044,3.82E-01
POU4F3,-0.0533995,3.82E-01
ZNF578,-0.0427595,3.82E-01
GALNTL1,-0.0852503,3.82E-01
MIS12,0.0765715,3.82E-01
P2RY14,-0.2519818,3.82E-01
NARG2,0.1358594,3.82E-01
FMNL1,0.0536678,3.82E-01
SENP5,0.0884165,3.82E-01
GML,-0.0590601,3.83E-01
SLC4A5,-0.0799216,3.83E-01
TMEM5,-0.0774228,3.83E-01
ABCC10,-0.0842398,3.83E-01
BHLHA15,-0.0442265,3.83E-01
FHL2,0.3529091,3.83E-01
C1orf186,0.0535117,3.83E-01
P4HB,0.1138842,3.83E-01
MLL,-0.1419786,3.83E-01
COL4A3BP,0.1478985,3.83E-01
SDCCAG1,-0.0680571,3.83E-01
CMTM1,-0.0432645,3.83E-01
CTDSP1,-0.0740329,3.83E-01
POLR1B,0.0555603,3.83E-01
CELA2B,0.0810026,3.83E-01
PLAGL2,-0.0850354,3.83E-01
ZNF805,0.0913077,3.83E-01
OR4K14,-0.0538381,3.83E-01
SELV,-0.0666279,3.83E-01
PRR13,0.0990568,3.83E-01
RAB11B,0.055841,3.83E-01
LRRFIP1,-0.0584356,3.83E-01
MTR,0.054663,3.83E-01
SGSM1,0.0680658,3.83E-01
MIR1259 /// SNORD12B,-0.0608706,3.83E-01
SPRR4,0.059217,3.83E-01
POU5F2,0.0554853,3.83E-01
C9orf140,0.0880035,3.84E-01
ERCC4,0.0753375,3.84E-01
FASTKD2,-0.089805,3.84E-01
PRHOXNB,0.0463272,3.84E-01
PNMT,0.2543154,3.84E-01
HNF4A,-0.0471728,3.84E-01
ESF1,0.0930498,3.84E-01
GRK5 /// LOC100131848,0.0733127,3.84E-01
OR2T4,-0.0731639,3.84E-01
RREB1,-0.0582613,3.84E-01
BICD2,0.0799236,3.84E-01
AVP,0.0593801,3.84E-01
PATE1,-0.0583477,3.84E-01
C14orf148,-0.0512598,3.84E-01
ZADH2,-0.0651942,3.84E-01
SGCG,0.054921,3.84E-01
KLF4,0.3624766,3.84E-01
C9orf91,0.085371,3.84E-01
PPHLN1,0.0748258,3.84E-01
GPR3,0.0560896,3.84E-01
MFF,-0.0799278,3.84E-01
SLC30A2,-0.0802837,3.84E-01
OR4M1 /// OR4M2,0.0593205,3.84E-01
C15orf33,-0.0648085,3.84E-01
PLCD3,0.077034,3.84E-01
MCTS1,0.0988013,3.84E-01
KRT2,0.1527854,3.85E-01
DPRX,-0.0564523,3.85E-01
CDC27,-0.0866024,3.85E-01
RCE1,-0.1130148,3.85E-01
INCENP,0.0701367,3.85E-01
STIP1,-0.1770087,3.85E-01
DOCK3,-0.2460208,3.85E-01
STX2,0.122823,3.85E-01
PRG2,-0.0632698,3.85E-01
FCRL6,0.0586742,3.85E-01
SFRS12IP1,0.1078564,3.85E-01
EHF,-0.0597922,3.85E-01
C14orf2,0.0518019,3.85E-01
TTC3,0.1491752,3.85E-01
PHC3,-0.0639643,3.85E-01
CHRM2,0.0560873,3.85E-01
TRIM55,0.0584403,3.85E-01
OR52K1,-0.0629922,3.85E-01
C19orf35,0.1045944,3.85E-01
AIRE,0.0782999,3.86E-01
FOXA2,-0.0654146,3.86E-01
MYEF2,-0.1290569,3.86E-01
GPR17,0.0992635,3.86E-01
GALK2,0.1258072,3.86E-01
BCKDHB,0.1010808,3.86E-01
DBX1,-0.0461597,3.86E-01
ODF3L1,0.1199074,3.86E-01
ESR2,0.0575747,3.86E-01
DUX4 /// LOC441056 /// LOC653543 /// LOC653544 /// LOC653545 /// LOC653548 /// LOC728410,-0.0934642,3.86E-01
CYTSA,-0.0806521,3.86E-01
KRTAP19-4,-0.0475023,3.86E-01
MPHOSPH6,-0.1093444,3.86E-01
NCR1,-0.0560189,3.86E-01
GABRB3,-0.0893854,3.86E-01
ZFYVE19,-0.1100678,3.86E-01
EFCAB4A,-0.078649,3.86E-01
LRRC3,0.0690458,3.86E-01
FAM98B,0.0795785,3.86E-01
AKAP6,-0.2894173,3.86E-01
GRIK4,-0.0507268,3.86E-01
---,0.0622846,3.86E-01
OR6M1,0.0526547,3.86E-01
IL33,0.0724714,3.87E-01
SNORD9,-0.0610802,3.87E-01
CEP192,-0.0535789,3.87E-01
OR10H1 /// OR10H5,-0.0676353,3.87E-01
ME3,0.104059,3.87E-01
MED25,0.0570718,3.87E-01
GNAI2,0.082917,3.87E-01
TTC5,-0.0797637,3.87E-01
GSG1,0.0548042,3.87E-01
RPS6KC1,0.0686243,3.87E-01
ASRGL1,0.15509,3.87E-01
---,-0.0564128,3.87E-01
PPM1A,0.0761906,3.87E-01
SVIL,-0.2686602,3.87E-01
ITIH4,-0.1979571,3.87E-01
ZNF341,-0.0844385,3.87E-01
CSRP1,0.069743,3.88E-01
PCSK6,-0.0611094,3.88E-01
CACNB2,-0.0616111,3.88E-01
NCKIPSD,-0.0948897,3.88E-01
NEURL2,-0.2366551,3.88E-01
SH2D1B,-0.0594132,3.88E-01
C2orf74,0.1383401,3.88E-01
MAX,-0.0611819,3.88E-01
KCNQ1,0.0648146,3.88E-01
ZNF274,0.0837261,3.88E-01
CTLA4,-0.0565675,3.88E-01
PTRH2,-0.0763679,3.88E-01
FEZ2,0.0927807,3.88E-01
HSPA14,0.0915848,3.88E-01
PSG2,0.0464703,3.88E-01
TRA@,-0.0495583,3.88E-01
ADAM7,-0.0568815,3.88E-01
PAIP2,0.1086707,3.88E-01
RARG,-0.0671372,3.88E-01
HS3ST2,-0.1421087,3.88E-01
OR2M1P /// OR2M2 /// OR2M3 /// OR2M5 /// OR2M7,-0.076003,3.88E-01
POLG2,0.1352652,3.88E-01
FLJ25996,-0.0643087,3.88E-01
---,-0.0780858,3.88E-01
CACNA2D2,-0.2992882,3.88E-01
SNORD9,-0.07073,3.88E-01
MIER3,-0.055618,3.89E-01
AQP5,0.0955413,3.89E-01
GCET2,-0.0468,3.89E-01
OR10G4 /// OR10G7 /// OR10G8,-0.1101933,3.89E-01
ZSWIM4,-0.0608263,3.89E-01
SCAND2,-0.0845029,3.89E-01
ATF3,-0.0567753,3.89E-01
UTY,-0.4520929,3.89E-01
SPATA20,-0.0742506,3.89E-01
PNPLA2,-0.1103539,3.89E-01
TRIM41,-0.073226,3.89E-01
IQSEC1,0.1520756,3.89E-01
TMEM136,0.0748085,3.89E-01
AIFM1,0.0865961,3.89E-01
MSI2,0.0590106,3.89E-01
FLJ32063,0.0496967,3.89E-01
DIAPH3,0.1696319,3.89E-01
SPATA2L,-0.0834732,3.89E-01
NET1,-0.1713562,3.89E-01
APCDD1L,-0.0613627,3.90E-01
SLC25A44,0.0608788,3.90E-01
